UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON13,DRUG13,LIQUOR13,WEAPON14,DRUG14,LIQUOR14,WEAPON15,DRUG15,LIQUOR15,FILTER13,FILTER14,FILTER15,FID,Longitude,Latitude
181394001,University of Nebraska at Omaha,University of Nebraska at Omaha,6001 DODGE ST,OMAHA,NE,681820225,1,"Public, 4-year or above",7280,8246,15526,0,52,39,1,23,14,1,19,17,1,1,1,2079,-96.0081129363717,41.2595824955237
190619001,CUNY Kingsborough Community College,Kingsborough Community College,2001 ORIENTAL BOULEVARD,BROOKLYN,NY,11235,4,"Public, 2-year",7693,9339,17032,0,0,0,2,8,0,1,0,1,1,1,1,2080,-73.9346564653646,40.5785700386762
187912001,New Mexico Military Institute,New Mexico Military Institute,101 W COLLEGE BLVD.,ROSWELL,NM,882015173,4,"Public, 2-year",343,85,428,0,0,0,0,0,0,0,1,0,1,1,1,2081,-104.522918490596,33.4087434907292
192156001,SBI Campus-An Affiliate of Sanford-Brown,SBI Campus - an affiliate of Sanford-Brown,320 S SERVICE RD,MELVILLE,NY,11747,6,"Private for-profit, 2-year",12,116,128,0,0,0,0,0,0,0,0,0,1,1,1,2082,-73.4157267030351,40.7796847820966
183141001,Nashua Community College,Nashua,505 AMHERST ST,NASHUA,NH,030631026,4,"Public, 2-year",1041,1015,2056,0,0,0,0,0,0,0,0,0,1,1,1,2083,-71.524018038188,42.7935605542195
189459001,Briarcliffe College,Main Campus,1055 STEWART AVE,BETHPAGE,NY,117143545,3,"Private for-profit, 4-year or above",431,924,1355,0,0,0,0,0,0,0,0,0,1,1,1,2084,-73.4887550643945,40.759659839626
185572001,Monmouth University,Monmouth University,400 CEDAR AVE,WEST LONG BRANCH,NJ,077641898,2,"Private nonprofit, 4-year or above",2365,4029,6394,0,11,34,0,7,35,0,12,32,1,1,1,2085,-74.0036039681362,40.2817156081883
185590001,Montclair State University,Main Campus,VALLEY RD AND NORMAL AVE,MONTCLAIR,NJ,070431624,1,"Public, 4-year or above",7462,13003,20465,0,68,98,2,52,87,1,78,37,1,1,1,2086,-74.1978945002422,40.8570930000941
185679001,JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,JFK Muhlenberg Campus,PARK AVE AND RANDOLPH RD,PLAINFIELD,NJ,07061,5,"Private nonprofit, 2-year",62,321,383,0,0,0,0,0,0,0,0,0,1,1,1,2087,-74.4056325004362,40.6073429999557
185721001,Eastwick College-Nutley,Eastwick College- Nutley,103 PARK AVE,NUTLEY,NJ,07110,6,"Private for-profit, 2-year",142,182,324,0,0,0,0,0,0,0,0,0,1,1,1,2088,-74.1439130028676,40.8111526624061
185758001,New Brunswick Theological Seminary,Main Campus,35 Seminary Place,New Brunswick,NJ,089011196,2,"Private nonprofit, 4-year or above",55,81,136,0,0,0,0,0,0,0,0,0,1,1,1,2089,-74.447363583348,40.5018366622654
185767001,Robert Fiance Beauty Schools-West New York,Main Campus,5518 BERGENLINE AVE,WEST NEW YORK,NJ,070934623,9,"Private for-profit, less-than 2-year",56,255,311,0,0,0,0,0,0,0,0,0,1,1,1,2090,-74.0183786422591,40.786106313269
185828001,New Jersey Institute of Technology,Main Campus,UNIVERSITY HTS,NEWARK,NJ,071021982,1,"Public, 4-year or above",8508,2817,11325,0,8,0,0,4,0,1,18,0,1,1,1,2091,-74.1800609996948,40.7318085003059
185873001,Ocean County College,"Main Campus, Hooper Ave. Toms River",1 College Drive,Toms River,NJ,087542001,4,"Public, 2-year",3817,4846,8663,0,0,0,0,0,0,0,0,0,1,1,1,2092,-74.1615985392097,40.000918554241
185970001,P B Cosmetology Education Center,Main Campus,110 MONMOUTH ST,GLOUCESTER CITY,NJ,08030,9,"Private for-profit, less-than 2-year",28,187,215,0,0,0,0,0,0,0,0,0,1,1,1,2093,-75.1259358321223,39.8990883582685
186016001,Parisian Beauty School,Main Campus,362 STATE ST,HACKENSACK,NJ,076015509,9,"Private for-profit, less-than 2-year",24,292,316,0,0,0,0,0,0,0,1,0,1,1,1,2094,-74.0415098368204,40.8898279899474
186034001,Passaic County Community College,Main Campus,ONE COLLEGE BLVD,PATERSON,NJ,075051179,4,"Public, 2-year",3342,5047,8389,0,0,0,0,0,0,0,0,0,1,1,1,2095,-74.1726773430311,40.918295046272
186052001,Pennco Tech-Blackwood,Blackwood,99 ERIAL ROAD,BLACKWOOD,NJ,08012,6,"Private for-profit, 2-year",998,174,1172,0,0,0,0,0,0,0,0,0,1,1,1,2096,-75.0621090893896,39.8075672164492
186122001,Princeton Theological Seminary,Main Campus,64 MERCER ST,PRINCETON,NJ,085420803,2,"Private nonprofit, 4-year or above",345,211,556,0,0,0,0,0,0,0,0,0,1,1,1,2097,-74.665468142819,40.3455297943722
186131001,Princeton University,Main Campus,1 Nassau Hall,PRINCETON,NJ,085440070,2,"Private nonprofit, 4-year or above",4476,3662,8138,0,2,0,0,8,0,0,9,1,1,1,1,2098,-74.6596021341322,40.3483802953331
186186001,Rabbinical College of America,Main Campus,226 SUSSEX AVE,MORRISTOWN,NJ,07960,2,"Private nonprofit, 4-year or above",258,0,258,0,0,0,0,0,0,0,0,0,1,1,1,2099,-74.4995884898632,40.8078173209713
186201001,Ramapo College of New Jersey,Main Campus,505 RAMAPO VALLEY RD,MAHWAH,NJ,074301680,1,"Public, 4-year or above",2667,3359,6026,1,45,1,1,35,0,2,40,1,1,1,1,2100,-74.1780085918158,41.0828199815281
186274001,Robert Fiance Beauty Schools-Perth Amboy,Robert Fiance Beauty Schools,312 STATE ST,PERTH AMBOY,NJ,08861,9,"Private for-profit, less-than 2-year",41,144,185,0,0,0,0,0,0,0,0,0,1,1,1,2101,-74.2675531291557,40.5089180386679
186283001,Rider University,Main Campus,2083 LAWRENCEVILLE ROAD,LAWRENCEVILLE,NJ,086483099,2,"Private nonprofit, 4-year or above",2073,2996,5069,0,23,8,0,19,6,0,24,1,1,1,1,2102,-74.7324185065594,40.2780250465442
186335001,Roman Academy of Beauty Culture,Main Campus,431 LAFAYETTE AVE,HAWTHORNE,NJ,07506,9,"Private for-profit, less-than 2-year",6,34,40,0,0,0,0,0,0,0,0,0,1,1,1,2103,-74.1553771291487,40.9528905086333
186371001,Rutgers University-Camden,Rutgers University-Camden,303 Cooper Street,CAMDEN,NJ,08102,1,"Public, 4-year or above",2845,3563,6408,0,11,0,0,6,5,1,11,0,1,1,1,2104,-75.1230755737998,39.947352168806
186380001,Rutgers University-New Brunswick,Main Campus,83 SOMERSET ST,NEW BRUNSWICK,NJ,089011281,1,"Public, 4-year or above",23040,26388,49428,7,89,61,3,142,33,9,100,57,1,1,1,2105,-74.4462063547344,40.4979605444076
186399001,Rutgers University-Newark,Rutgers University - Newark,123 Washington Street,NEWARK,NJ,07102,1,"Public, 4-year or above",5824,5896,11720,0,4,0,2,6,0,0,9,0,1,1,1,2106,-74.172703427412,40.7405183054805
186405001,St Francis Medical Center-School of Radiologic Technology,Main Campus,601 HAMILTON AVE,TRENTON,NJ,086291986,5,"Private nonprofit, 2-year",4,12,16,0,0,0,0,0,0,0,0,0,1,1,1,2107,-74.7418547022562,40.2172859824571
186423001,Saint Francis Medical Center School of Nursing,Main Campus,601 HAMILTON AVE,TRENTON,NJ,086291986,5,"Private nonprofit, 2-year",9,49,58,0,0,0,0,0,0,0,0,0,1,1,1,2108,-74.7418547022562,40.2172859824571
186432001,Saint Peter's University,Main Campus,2641 KENNEDY BLVD,JERSEY CITY,NJ,073065997,2,"Private nonprofit, 4-year or above",1290,2116,3406,0,0,0,0,0,0,0,0,0,1,1,1,2109,-74.0712702559203,40.7267121998204
186469001,Salem Community College,Salem Community College,460 Hollywood Avenue,Carneys Point,NJ,080692799,4,"Public, 2-year",492,648,1140,0,0,0,0,0,0,0,3,0,1,1,1,2110,-75.4698490195362,39.7038519641226
186584001,Seton Hall University,Main Campus,400 S ORANGE AVE,SOUTH ORANGE,NJ,070792697,2,"Private nonprofit, 4-year or above",4203,5621,9824,0,1,1,1,2,1,0,1,0,1,1,1,2111,-74.2474642957981,40.7446064773445
186593001,Atlantic Beauty & Spa Academy LLC,Main Campus,"3003 English Creek Avenue, C-3/4/4B",Egg Harbor Township,NJ,08234,9,"Private for-profit, less-than 2-year",24,100,124,0,0,0,0,0,0,0,0,0,1,1,1,2112,-74.6098086158499,39.4319052291696
186618001,College of Saint Elizabeth,College of Saint Elizabeth,2 Convent Road,Morristown,NJ,079606989,2,"Private nonprofit, 4-year or above",123,1124,1247,0,0,0,0,0,0,0,1,0,1,1,1,2113,-74.4434475835811,40.7779762667337
186645001,Raritan Valley Community College,Raritan Valley Community College,P.O. Box 3300,Somerville,NJ,088761265,4,"Public, 2-year",3998,4101,8099,0,2,0,0,3,0,0,0,0,1,1,1,2114,-74.6478035003922,40.5764520002735
186867001,Stevens Institute of Technology,Main Campus,1 CASTLE POINT TERRACE,HOBOKEN,NJ,070305991,2,"Private nonprofit, 4-year or above",4539,1820,6359,0,1,0,0,4,0,0,3,0,1,1,1,2115,-74.0252562186345,40.7467221101998
186876001,Stockton University,Main Campus,101 Vera King Farris Drive,Galloway,NJ,082059441,1,"Public, 4-year or above",3399,5275,8674,1,40,4,0,22,1,0,24,2,1,1,1,2116,-74.5275981293054,39.4909458384861
186900001,Talmudical Academy-New Jersey,Main Campus,868 Route 524,ADELPHIA,NJ,07710,2,"Private nonprofit, 4-year or above",66,0,66,0,0,0,0,0,0,0,0,0,1,1,1,2117,-74.4195053001498,40.2651504001003
187000001,Teterboro School of Aeronautics,Main Campus,80 MOONACHIE AVE,TETERBORO,NJ,076081083,6,"Private for-profit, 2-year",135,2,137,0,0,0,0,0,0,0,0,0,1,1,1,2118,-74.0712959441442,40.840247038871
187046001,Thomas Edison State University,Main Campus,111 W STATE ST,TRENTON,NJ,086081176,1,"Public, 4-year or above",7024,6069,13093,0,0,0,0,0,0,0,0,0,1,1,1,2119,-74.7689118831554,40.2207025892633
187134001,The College of New Jersey,Main Campus,2000 Pennington Road,Ewing,NJ,086280718,1,"Public, 4-year or above",2860,4546,7406,0,6,110,1,9,85,0,18,73,1,1,1,2120,-74.7831599118582,40.2709023494612
187198001,Union County College,Cranford Campus,1033 SPRINGFIELD AVE,CRANFORD,NJ,070161599,4,"Public, 2-year",4346,6874,11220,0,1,0,0,10,0,0,1,0,1,1,1,2121,-74.3184219470028,40.6682480782269
187444001,William Paterson University of New Jersey,Main Campus,300 POMPTON RD,WAYNE,NJ,074702103,1,"Public, 4-year or above",4627,6235,10862,2,62,2,2,61,7,0,47,0,1,1,1,2122,-74.1999951323807,40.9427091967756
187505001,Olympian Academy of Cosmetology,Olympian University  - Main Campus,1011 E 10th St Ste B,ALAMOGORDO,NM,883105051,9,"Private for-profit, less-than 2-year",75,993,1068,0,0,0,0,0,0,0,0,0,1,1,1,2123,-105.949073240934,32.8998925299119
187532001,Central New Mexico Community College,Main Campus,525 BUENA VISTA SE,ALBUQUERQUE,NM,87106,4,"Public, 2-year",11236,14524,25760,0,0,0,0,4,1,1,1,2,1,1,1,2124,-106.624097226083,35.0767249820987
187596001,Navajo Technical University,Navajo Technical University,"Box 849, Lower Point Road, State Road 371",CROWNPOINT,NM,873130849,1,"Public, 4-year or above",674,1012,1686,0,6,97,1,11,148,6,10,60,1,1,1,2125,-108.152334220231,35.7913127850383
187602001,De Wolff College Hair Styling and Cosmetology,Main Campus,1500 EUBANK N E,ALBUQUERQUE,NM,871124413,9,"Private for-profit, less-than 2-year",8,39,47,0,0,0,0,0,0,0,0,0,1,1,1,2126,-106.532678434751,35.0966876122561
187620001,New Mexico State University-Dona Ana,Main Campus,3400 S Espina,Las Cruces,NM,880038001,4,"Public, 2-year",3459,4793,8252,3,103,101,0,60,95,3,57,109,1,1,1,2127,-106.754672697605,32.2771472223997
187639001,Clovis Community College,Clovis Community College,417 Schepps Blvd,Clovis,NM,881018381,4,"Public, 2-year",1065,2068,3133,0,0,0,0,0,0,0,0,0,1,1,1,2128,-103.168218179578,34.401815664938
187648001,Eastern New Mexico University-Main Campus,Main Campus,"ENMU Station #1, 1500 South Avenue K",Portales,NM,88130,1,"Public, 4-year or above",2393,3332,5725,1,20,21,0,13,7,0,12,18,1,1,1,2129,-103.346959007067,34.175805141308
187958001,University of New Mexico-Gallup Campus,Gallup Branch,705 Gurley Dr.,Gallup,NM,87301,4,"Public, 2-year",927,1527,2454,0,0,0,0,0,0,0,0,0,1,1,1,2130,-108.726181411273,35.5014893263772
187967001,New Mexico Institute of Mining and Technology,Main Campus,801 Leroy Place,Socorro,NM,878014796,1,"Public, 4-year or above",1446,704,2150,0,2,5,0,12,13,0,1,4,1,1,1,2131,-106.90348517224,34.0663499997064
183150001,Great Bay Community College,Main Campus,320 Corporate Drive,Portsmouth,NH,03801,4,"Public, 2-year",912,1361,2273,0,0,0,0,0,0,0,0,0,1,1,1,2132,-70.7991868686865,43.0710801888075
187976001,University of New Mexico-Los Alamos Campus,University of New Mexico - Los Alamos,4000 UNIVERSITY DR,LOS ALAMOS,NM,875441999,4,"Public, 2-year",391,555,946,0,0,0,0,1,0,0,0,0,1,1,1,2133,-106.318969163082,35.8858812417792
181400001,Kaplan University-Omaha Campus,Main Campus,5425 North 103rd St.,Omaha,NE,68134,3,"Private for-profit, 4-year or above",148,530,678,0,0,0,0,0,0,0,0,0,1,1,1,2134,-96.0741785386089,41.3077379939369
189468001,Brittany Beauty School,Main Campus,3274 HEMPSTEAD TURNPIKE,LEVITTOWN,NY,117561330,9,"Private for-profit, less-than 2-year",3,111,114,0,0,0,0,0,0,0,0,0,1,1,1,2135,-73.5153026660673,40.7257835434329
190628001,CUNY LaGuardia Community College,LaGuardia Community College,31-10 THOMSON AVE,LONG ISLAND CITY,NY,11101,4,"Public, 2-year",8344,11238,19582,0,0,2,0,0,0,0,0,0,1,1,1,2136,-73.93497589011,40.7448786287161
192165001,Kehilath Yakov Rabbinical Seminary,Main Campus,340  Illington Road,Ossining,NY,10562,2,"Private nonprofit, 4-year or above",147,0,147,0,0,0,0,0,0,0,0,0,1,1,1,2137,-73.8130565433425,41.2209191730287
189477001,American Beauty School,Main Campus,1380 Metropolitan Avenue,Bronx,NY,10462,9,"Private for-profit, less-than 2-year",5,180,185,0,0,0,0,0,0,0,0,0,1,1,1,2138,-73.8609368476991,40.8349754735599
192192001,Keuka College,Main Campus,Central Avenue,Keuka Park,NY,14478,2,"Private nonprofit, 4-year or above",485,1447,1932,0,2,1,0,3,1,0,9,6,1,1,1,2139,-77.0925315463135,42.619778193639
190637001,CUNY Lehman College,Herbert H. Lehman College,250 BEDFORD PARK BLVD WEST,BRONX,NY,104681589,1,"Public, 4-year or above",4033,8774,12807,0,0,0,0,1,0,0,0,0,1,1,1,2140,-73.8937516259016,40.8753622637351
189501001,Brooklyn Law School,Main Campus,250 JORALEMON STREET,BROOKLYN,NY,11201,2,"Private nonprofit, 4-year or above",599,576,1175,0,0,0,0,0,0,0,0,0,1,1,1,2141,-73.9897775143047,40.6923407511791
192271001,LIM College,Main Campus,12 E 53RD ST,New York,NY,100225268,3,"Private for-profit, 4-year or above",120,1580,1700,0,0,0,0,0,0,0,0,0,1,1,1,2142,-73.9749145753152,40.7600017864352
183202001,Paul Mitchell the School-Portsmouth,"Portsmouth Beauty School of Hair Design, Main Campus",140 Congress Street,PORTSMOUTH,NH,038014084,9,"Private for-profit, less-than 2-year",0,52,52,0,0,0,0,0,0,0,0,0,1,1,1,2143,-70.760181238414,43.0758914005565
190646001,CUNY Medgar Evers College,MEDGAR EVERS COLLEGE,1650 BEDFORD AVE,BROOKLYN,NY,112252010,1,"Public, 4-year or above",1903,4862,6765,0,1,0,0,1,0,0,2,0,1,1,1,2144,-73.9567842992457,40.6660476948692
189547001,SUNY Broome Community College,Main Campus,907 Upper Front Street,Binghamton,NY,13905,4,"Public, 2-year",2558,3368,5926,0,1,0,0,12,2,3,3,0,1,1,1,2145,-75.9050919042703,42.1370029774748
192323001,Le Moyne College,Main Campus,1419 SALT SPRINGS RD,SYRACUSE,NY,132141399,2,"Private nonprofit, 4-year or above",1378,2100,3478,0,0,0,0,3,0,1,1,0,1,1,1,2146,-76.0872239878391,43.0467028567748
183211001,Rivier University,Rivier University,420 SOUTH MAIN ST,NASHUA,NH,030605086,2,"Private nonprofit, 4-year or above",815,1784,2599,0,0,0,0,0,0,0,0,0,1,1,1,2147,-71.457350731797,42.7386121812389
190655001,CUNY New York City College of Technology,Main Campus,300 JAY ST,BROOKLYN,NY,11201,1,"Public, 4-year or above",9784,7640,17424,0,0,0,0,0,0,0,0,0,1,1,1,2148,-73.9871871844537,40.6954982828585
189556001,Bryant & Stratton College-Amherst,Main Campus,3650 Millersport Highway,Getzville,NY,14068,3,"Private for-profit, 4-year or above",64,253,317,0,0,0,0,0,0,0,0,0,1,1,1,2149,-78.742114797112,43.0398828915321
192439001,LIU Brooklyn,Main Campus,UNIVERSITY PLAZA,BROOKLYN,NY,112015372,2,"Private nonprofit, 4-year or above",2500,5670,8170,0,0,0,1,0,0,1,1,2,1,1,1,2150,-73.9814429217424,40.6908669150013
183239001,Saint Anselm College,Main Campus,100 SAINT ANSELM DRIVE,MANCHESTER,NH,031021310,2,"Private nonprofit, 4-year or above",765,1162,1927,0,6,17,0,3,20,0,5,13,1,1,1,2151,-71.5074158386376,42.9877432778814
190664001,CUNY Queens College,Queens College,65 30 Kissena Blvd,Flushing,NY,113670904,1,"Public, 4-year or above",8123,11397,19520,0,0,0,0,0,0,1,0,0,1,1,1,2152,-73.8148122619378,40.7360708335105
189565001,Bryant & Stratton College-Syracuse North,Syracuse North,8687 Carling Road,Liverpool,NY,13090,3,"Private for-profit, 4-year or above",67,272,339,0,0,0,0,0,0,0,0,0,1,1,1,2153,-76.2390680250292,43.1897957183096
192448001,LIU Post,LIU Post,720 NORTHERN BLVD,BROOKVILLE,NY,115481300,2,"Private nonprofit, 4-year or above",3208,5415,8623,0,0,0,0,0,0,0,1,0,1,1,1,2154,-73.592849499407,40.8232871315263
183248001,St Joseph School of Nursing,Main campus,5 WOODWARD AVE,NASHUA,NH,03060,5,"Private nonprofit, 2-year",17,106,123,0,0,0,0,0,0,0,0,0,1,1,1,2155,-71.4778402991113,42.7502374686559
190673001,CUNY Queensborough Community College,"Queensborough Community College, CUNY",222-05 56th Ave.,Bayside,NY,113641497,4,"Public, 2-year",7110,8383,15493,0,2,0,0,0,0,0,0,0,1,1,1,2156,-73.7583799385842,40.7533984775754
189574001,Bryant & Stratton College-Syracuse,Main Campus,953 JAMES ST,SYRACUSE,NY,132032502,6,"Private for-profit, 2-year",139,350,489,0,0,0,0,0,0,0,0,0,1,1,1,2157,-76.136334847591,43.0583908836125
189583001,Bryant & Stratton College-Buffalo,MAIN CAMPUS,465 MAIN ST,BUFFALO,NY,14203,3,"Private for-profit, 4-year or above",139,461,600,0,0,0,0,0,0,0,0,0,1,1,1,2158,-78.8740264317715,42.8866545128288
189592001,Bryant & Stratton College-Greece,Greece Campus,854 Long Pond Road,ROCHESTER,NY,14612,3,"Private for-profit, 4-year or above",79,297,376,0,0,0,0,0,0,0,0,0,1,1,1,2159,-77.6965848106684,43.2404734712863
189705001,Canisius College,Main Campus,2001 MAIN ST,BUFFALO,NY,142081098,2,"Private nonprofit, 4-year or above",1724,2176,3900,2,6,0,1,4,1,0,4,0,1,1,1,2160,-78.8535788427304,42.9256368025163
189714001,Capri Cosmetology Learning Centers,Capri School of Hair Design,251 West Route 59,Nanuet,NY,10954,9,"Private for-profit, less-than 2-year",4,206,210,0,0,0,0,0,0,0,0,0,1,1,1,2161,-74.0220563324559,41.1000126673776
189811001,St Paul's School of Nursing-Queens,"St. Paul's School of Nursing, Queens",97-77 Queens Blvd,Rego Park,NY,11374,6,"Private for-profit, 2-year",70,447,517,0,0,0,0,0,0,0,0,0,1,1,1,2162,-73.8586921123143,40.7290364621529
189839001,Cayuga County Community College,Main Campus,197  Franklin St,Auburn,NY,13021,4,"Public, 2-year",1663,2521,4184,0,0,0,0,0,0,0,0,0,1,1,1,2163,-76.5427390448938,42.9424437719248
189848001,Cazenovia College,Main Campus,22 Sullivan St,CAZENOVIA,NY,13035,2,"Private nonprofit, 4-year or above",275,797,1072,0,10,0,0,2,0,1,6,0,1,1,1,2164,-75.8551629667555,42.9323039999437
189857001,Central Yeshiva Tomchei Tmimim Lubavitz,Main Campus,841 Ocean Parkway,BROOKLYN,NY,11225,2,"Private nonprofit, 4-year or above",641,0,641,0,0,0,0,0,0,0,0,0,1,1,1,2165,-73.970848463471,40.627804033769
189954001,Cheryl Fells School of Business,Main Campus,2541 MILITARY RD,NIAGARA FALLS,NY,14304,9,"Private for-profit, less-than 2-year",21,36,57,0,0,0,0,0,0,0,0,0,1,1,1,2166,-78.9836308524624,43.1061459650668
189981001,Christ the King Seminary,Main Campus,711 KNOX RD,EAST AURORA,NY,140520607,2,"Private nonprofit, 4-year or above",57,27,84,0,0,0,0,0,0,0,0,0,1,1,1,2167,-78.6566613968834,42.7707944628321
189990001,"Christine Valmy International School for Esthetics, Skin Care & Makeup",Main Campus,"261 Fifth Avenue, 24th Floor",New York,NY,100167701,9,"Private for-profit, less-than 2-year",6,323,329,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2168,-73.9869658332795,40.7450849619145
190008001,Circle in the Square Theater School,Main Campus,1633 BROADWAY,NEW YORK,NY,100196795,5,"Private nonprofit, 2-year",19,40,59,0,0,0,0,0,0,0,0,0,1,1,1,2169,-73.9838165204547,40.7618378159261
190044001,Clarkson University,Main Campus,10 Clarkson Ave.,POTSDAM,NY,136995557,2,"Private nonprofit, 4-year or above",2710,1200,3910,0,0,0,0,5,1,0,7,0,1,1,1,2170,-74.9941062738354,44.6669433562773
190053001,Clinton Community College,Clinton Community College,136 CLINTON POINT DR,PLATTSBURGH,NY,12901,4,"Public, 2-year",770,1043,1813,0,3,0,0,0,0,0,1,1,1,1,1,2171,-73.4400755226415,44.6485035435756
190071001,Cochran School of Nursing,Main Campus,967 N BROADWAY ANDRUS PAVILLION ST JOHNS RIVERSIDE,YONKERS,NY,107011399,5,"Private nonprofit, 2-year",14,75,89,0,0,0,0,0,0,0,0,0,1,1,1,2172,-73.88608998198,40.9686700262794
190080001,Colgate Rochester Crozer Divinity School,Main Campus,1100 S GOODMAN ST,ROCHESTER,NY,146202589,2,"Private nonprofit, 4-year or above",44,40,84,0,0,0,0,0,0,0,0,0,1,1,1,2173,-77.6003443398968,43.1322228868753
190099001,Colgate University,Main Campus,13 OAK DR,HAMILTON,NY,133461398,2,"Private nonprofit, 4-year or above",1273,1588,2861,2,2,0,0,2,0,0,2,0,1,1,1,2174,-75.5357551025385,42.8197771264885
190114001,Metropolitan College of New York,Main Campus,60 West Street,New York,NY,100061742,2,"Private nonprofit, 4-year or above",329,866,1195,0,0,0,0,0,0,0,0,0,1,1,1,2175,-74.015063329753,40.7086136871713
190150001,Columbia University in the City of New York,Morningside Campus,116 ST AND BROADWAY,NEW YORK,NY,10027,2,"Private nonprofit, 4-year or above",13893,14193,28086,0,1,0,0,0,0,0,1,0,1,1,1,2176,-73.9638134995629,40.8079710001829
190169001,Columbia-Greene Community College,Main Campus,4400 RTE 23,HUDSON,NY,125349543,4,"Public, 2-year",637,1140,1777,0,0,0,0,0,0,0,0,0,1,1,1,2177,-73.8205121730268,42.2213163743705
190239001,Empire Beauty School-Queens,"Empire Beauty School - Queens, NY",38-15 BROADWAY,ASTORIA,NY,111034045,9,"Private for-profit, less-than 2-year",11,122,133,0,0,0,0,0,0,0,0,0,1,1,1,2178,-73.9196093411992,40.7593343970925
181419001,Nebraska Indian Community College,Macy Campus,P.O. Box 428 - 1111 Hwy 75,Macy,NE,680390428,4,"Public, 2-year",46,112,158,0,0,0,0,0,0,0,0,0,1,1,1,2179,-96.3552662841333,42.1184520369617
187985001,University of New Mexico-Main Campus,Main Campus,2500 Campus Blvd. NE MSC02 1540,ALBUQUERQUE,NM,871310026,1,"Public, 4-year or above",12287,14998,27285,0,15,6,0,9,1,3,7,0,1,1,1,2180,-106.619340399616,35.089149199925
190248001,Concordia College-New York,Main Campus,171 WHITE PLAINS RD,BRONXVILLE,NY,107081998,2,"Private nonprofit, 4-year or above",373,783,1156,1,0,0,0,0,0,0,0,0,1,1,1,2181,-73.8207193640572,40.9425025252254
190293001,Continental School of Beauty Culture-Buffalo,Main Campus,326 KENMORE AVE,BUFFALO,NY,14223,9,"Private for-profit, less-than 2-year",6,89,95,0,0,0,0,0,0,0,0,0,1,1,1,2182,-78.8299932255012,42.9581753739459
190309001,Continental School of Beauty Culture-Batavia,Main Campus,215 MAIN ST,BATAVIA,NY,14020,9,"Private for-profit, less-than 2-year",3,34,37,0,0,0,0,0,0,0,0,0,1,1,1,2183,-78.1801585156539,42.9971423737097
190318001,Continental School of Beauty Culture-Rochester,Main Campus,633 JEFFERSON RD,ROCHESTER,NY,14623,9,"Private for-profit, less-than 2-year",4,255,259,0,0,0,0,0,0,0,0,0,1,1,1,2184,-77.6262211138514,43.0870754763212
190372001,Cooper Union for the Advancement of Science and Art,Main Campus,7 East 7th Street,NEW YORK,NY,100037120,2,"Private nonprofit, 4-year or above",660,312,972,0,0,0,0,0,0,0,0,0,1,1,1,2185,-73.9903508002544,40.7289522435208
190415001,Cornell University,Statutory and Endowed Campus,G-2 Barton Hall Cornell University,ITHACA,NY,148531701,2,"Private nonprofit, 4-year or above",11223,10681,21904,0,8,2,3,23,7,1,27,5,1,1,1,2186,-76.4816405898835,42.4452615885989
190424001,Weill Cornell Medical College,Main Campus,1300 YORK AVE,NEW YORK,NY,10065,2,"Private nonprofit, 4-year or above",494,543,1037,0,0,0,1,0,0,0,0,0,1,1,1,2187,-73.9550978919628,40.7649568782545
190442001,Corning Community College,Corning Community College,1 ACADEMIC DR,CORNING,NY,14830,4,"Public, 2-year",1657,2315,3972,0,2,0,0,7,0,0,1,0,1,1,1,2188,-77.0765118188849,42.1161258513918
190451001,Pomeroy College of Nursing at Crouse Hospital,Main Campus,736 IRVING AVE,SYRACUSE,NY,132101687,5,"Private nonprofit, 2-year",32,267,299,2,5,0,0,3,1,4,5,0,1,1,1,2189,-76.1379674826193,43.0413081811537
190503001,Culinary Institute of America,The Culinary Institute of America - Main Campus,1946 Campus Drive,Hyde Park,NY,12538,2,"Private nonprofit, 4-year or above",1435,1424,2859,0,3,0,0,0,0,0,2,0,1,1,1,2190,-73.9322848438443,41.7467229377635
190512001,CUNY Bernard M Baruch College,Main Campus,17 LEXINGTON AVE,NEW YORK,NY,10010,1,"Public, 4-year or above",9199,9234,18433,0,0,0,0,1,1,1,1,0,1,1,1,2191,-73.9849458518872,40.739179987771
190521001,CUNY Borough of Manhattan Community College,Borough of Manhattan Community College,199 CHAMBERS ST,NEW YORK,NY,100071097,4,"Public, 2-year",11595,15714,27309,0,3,0,0,5,0,4,3,0,1,1,1,2192,-74.0113275625748,40.7165421346563
190530001,CUNY Bronx Community College,Bronx Community College - Main Campus,2155 UNIVERSITY AVENUE,BRONX,NY,104533102,4,"Public, 2-year",4896,6538,11434,5,4,0,0,0,0,2,1,1,1,1,1,2193,-73.909734717338,40.8571901728152
190549001,CUNY Brooklyn College,Main Campus,2900 BEDFORD AVE,BROOKLYN,NY,112102889,1,"Public, 4-year or above",6885,10525,17410,0,0,0,0,0,0,0,5,0,1,1,1,2194,-73.9526792050098,40.6316564946318
190558001,College of Staten Island CUNY,Willowbrook Campus,2800 VICTORY BLVD,STATEN ISLAND,NY,10314,1,"Public, 4-year or above",5889,7812,13701,0,3,1,0,1,0,1,3,0,1,1,1,2195,-74.1537852560748,40.6086912459869
